school_name,Student ID,student_name,gender,grade,reading_score,math_score,School ID,type,size,budget,reading_pass_flag,math_pass_flag,pass_overall_flag,Spending,Spending Category
Johnson High School,34749,Molly Valenzuela,F,11th,92,80,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34750,Eric Duran,M,10th,78,72,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34751,Erica Robbins,F,9th,97,75,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34752,Andrea Fuentes,F,9th,90,88,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34753,Sean Bradshaw,M,10th,77,90,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34754,Dr. Robin Higgins,F,11th,89,72,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34755,Robert Waller,M,9th,97,79,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34756,Emily Campbell,F,12th,69,90,12,District,4761,3094650,0,1,0,650.0,$645-675
Johnson High School,34757,Patrick Webster,M,9th,81,71,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34758,Rebecca Ball,F,10th,64,63,12,District,4761,3094650,0,0,0,650.0,$645-675
Johnson High School,34759,Brittney Willis,F,9th,92,82,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34760,Tammy Ashley,F,10th,64,82,12,District,4761,3094650,0,1,0,650.0,$645-675
Johnson High School,34761,Richard Glenn,M,10th,71,86,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34762,Dr. Megan Glass,F,11th,82,70,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34763,Amber Tran,F,11th,79,66,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34764,Christopher Daniel,M,9th,96,74,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34765,Justin Ingram,M,11th,94,61,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34766,William Duran,M,9th,86,84,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34767,James Henderson,M,11th,91,89,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34768,Angela Brooks,F,9th,88,61,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34769,Stephen Huynh,M,9th,82,81,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34770,Brandon Mason,M,10th,76,60,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34771,Erika Koch,F,11th,91,74,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34772,Jason Martinez,M,9th,67,87,12,District,4761,3094650,0,1,0,650.0,$645-675
Johnson High School,34773,Bradley Gibson,M,9th,81,90,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34774,Logan Miller,M,11th,81,57,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34775,Stacy Reynolds,F,10th,81,63,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34776,Morgan Jacobs,F,11th,99,98,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34777,Brianna Wheeler,F,10th,77,93,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34778,Derrick Hutchinson,M,11th,81,72,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34779,Stephen Jones,M,11th,99,67,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34780,Amanda Rocha,F,9th,76,86,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34781,John Saunders,M,11th,81,57,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34782,Ian Thompson,M,11th,80,95,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34783,Carl Martinez,M,10th,69,91,12,District,4761,3094650,0,1,0,650.0,$645-675
Johnson High School,34784,Jeremiah Kramer,M,12th,90,59,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34785,Dana Jimenez,F,10th,77,76,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34786,Matthew Jones,M,9th,74,79,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34787,Shelby Anderson,F,11th,90,65,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34788,Michael Lang,M,10th,81,89,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34789,Charles Molina,M,10th,84,59,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34790,Sheila Grant,F,10th,82,61,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34791,Miranda Vincent,F,9th,92,64,12,District,4761,3094650,1,0,0,650.0,$645-675
Johnson High School,34792,Joshua Murphy,M,9th,91,70,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34793,Alicia Cantu,F,11th,68,78,12,District,4761,3094650,0,1,0,650.0,$645-675
Johnson High School,34794,Robert Taylor,M,11th,80,71,12,District,4761,3094650,1,1,1,650.0,$645-675
Johnson High School,34795,Adriana Brown,F,9th,97,68,12,District,4761,3094650,1,0,0,650.0,$645-675
Ford High School,34796,Michael Mercado,M,9th,66,94,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34797,Stephen Wolf,M,11th,68,63,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34798,Bonnie Hughes,F,12th,73,59,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34799,Melissa Smith,F,11th,88,58,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34800,Brian Mitchell,M,10th,96,55,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34801,Mr. William Scott,M,9th,73,75,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34802,Stephen Taylor,M,11th,82,59,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34803,Steven Lee,M,9th,77,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34804,Candace Campbell,F,11th,80,67,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34805,Veronica English,F,9th,75,93,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34806,Crystal Sandoval,F,11th,85,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34807,Christopher Garcia,M,9th,96,93,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34808,Tamara Daniels,F,12th,84,94,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34809,Jeffrey Mcclure,M,11th,89,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34810,Debra White,F,11th,98,81,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34811,Michael Williams,M,9th,71,56,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34812,Donald Davis,M,11th,67,89,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34813,Jodi Johnson,F,11th,91,88,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34814,Martin Molina,M,11th,69,76,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34815,Donald Taylor,M,11th,82,92,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34816,Emma Adams,F,9th,88,85,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34817,Julia Garcia,F,12th,87,82,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34818,John Jones,M,9th,95,81,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34819,Nicholas Doyle,M,12th,87,98,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34820,Diana Nguyen,F,10th,98,95,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34821,Amy Baker,F,9th,93,76,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34822,Christopher Scott,M,12th,97,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34823,Teresa Campbell,F,9th,94,78,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34824,Sherri Williams,F,9th,84,89,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34825,Jason Craig,M,11th,65,83,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34826,Wesley Kelley,M,9th,73,81,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34827,Mr. Chad Gentry DDS,M,10th,83,82,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34828,Cheryl Smith,F,11th,63,84,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34829,Robert James,M,11th,81,97,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34830,Daniel Price,M,10th,98,67,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34831,Ashley Woodward,F,12th,81,75,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34832,Tammie Lee,F,9th,92,87,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34833,Kristin Atkinson,F,12th,93,57,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34834,Kelsey Bond,F,10th,86,55,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34835,Raymond Rice,M,12th,75,62,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34836,David Bryant,M,11th,73,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34837,Jared Hood,M,9th,92,74,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34838,Jennifer Beck,F,9th,98,90,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34839,Joseph Garcia,M,9th,89,92,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34840,Ray Rivera,M,12th,93,64,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34841,Julian Gibson,M,10th,79,91,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34842,John Walton,M,10th,92,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34843,Kevin Petty,M,10th,98,76,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34844,Patrick Huffman,M,12th,64,60,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34845,Adrian Delacruz,M,10th,69,69,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34846,Sara Gomez,F,11th,71,80,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34847,Sarah Turner,F,10th,83,80,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34848,Shelley Price,F,9th,88,59,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34849,Thomas Leonard,M,12th,86,93,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34850,Steven Brennan,M,12th,72,91,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34851,Larry Conley,M,10th,75,78,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34852,Dale Salas,M,9th,71,73,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34853,Joseph Martin,M,10th,88,80,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34854,Dorothy Jones,F,11th,81,78,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34855,Dylan Lee,M,9th,77,89,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34856,Jesse Davenport,M,10th,73,75,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34857,Raymond Bowen,M,11th,88,95,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34858,Stephanie Baker,F,11th,71,86,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34859,Ashlee Garcia,F,12th,86,69,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34860,James Miller,M,12th,67,81,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34861,Christopher Allen,M,10th,68,65,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34862,Melissa Wilson,F,10th,74,77,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34863,Taylor Thompson Jr.,M,12th,94,55,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34864,Michael Lawson,M,11th,85,85,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34865,Donna Hernandez,F,9th,63,73,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34866,James Quinn,M,12th,66,74,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34867,Richard Garcia,M,10th,79,86,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34868,Lisa Hart,F,9th,98,55,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34869,Bianca Quinn,F,9th,81,97,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34870,Troy Allen,M,12th,71,78,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34871,Miss Wendy Martin,F,10th,82,60,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34872,Adam Mckinney,M,12th,89,58,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34873,Leonard Schmidt,M,9th,96,57,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34874,David Brown,M,9th,73,73,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34875,Susan Brown,F,11th,90,89,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34876,Christian Weber,M,10th,68,88,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34877,Jeff Glover,M,9th,93,79,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34878,Stacy Hawkins,F,9th,67,96,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34879,Justin Hunt,M,12th,84,96,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34880,Kari Martinez,F,9th,90,88,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34881,James Meza,M,9th,63,86,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34882,Julie Smith,F,10th,93,75,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34883,David Long,M,10th,86,67,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34884,Jamie Neal,F,11th,95,61,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34885,Melissa Gray,F,10th,89,77,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34886,Renee Williams,F,12th,80,55,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34887,Jasmine Brooks,F,9th,68,71,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34888,Nicole Baker,F,11th,69,91,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34889,Alexandra Ward,F,10th,89,81,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34890,Amanda Clark,F,9th,69,80,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34891,Eric Colon,M,9th,82,72,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34892,Shawn Ball,M,10th,77,76,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34893,Kathy Lopez,F,10th,71,95,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34894,Elizabeth Barnes,F,11th,85,76,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34895,Sarah Massey,F,12th,78,75,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34896,Jimmy Boone,M,9th,63,86,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34897,Rebecca Woods,F,9th,77,92,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34898,Sean Olson,M,11th,66,66,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34899,Leah Rice,F,9th,92,70,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34900,Gina Shelton,F,9th,63,99,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34901,Rhonda Ingram,F,12th,72,76,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34902,Marie Estrada,F,9th,77,90,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34903,Mary Cooley,F,9th,99,70,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34904,Paul Nguyen,M,10th,75,60,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34905,Ashley Harris,F,11th,67,73,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34906,Kevin Palmer,M,9th,68,55,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34907,Jamie Hodges,F,10th,63,95,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34908,Cynthia Robinson,F,12th,95,90,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34909,Barbara Johnson,F,10th,85,81,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34910,Daniel Robinson Jr.,M,11th,83,87,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34911,Jodi Mitchell,F,9th,76,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34912,Jason Smith,M,9th,69,83,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34913,Elaine Schroeder,F,11th,83,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34914,Steven Schultz,M,9th,96,59,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34915,Mark Garrison,M,10th,77,90,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34916,Kathryn Montgomery,F,9th,70,76,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34917,Crystal Smith,F,11th,73,57,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34918,Eric Davis,M,10th,91,90,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34919,Katherine Rojas,F,11th,87,83,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34920,Courtney Tapia,F,11th,91,98,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34921,Frank Williams,M,10th,98,55,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34922,Charles Ryan,M,12th,80,55,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34923,Miss Jessica Hood,F,9th,74,86,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34924,Jasmine Strong,F,9th,80,57,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34925,Michael Gonzalez,M,9th,69,62,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34926,Jason Kirby,M,9th,80,99,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34927,Adam Bryan,M,9th,92,83,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34928,Douglas Vega,M,10th,71,59,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34929,Troy Santiago,M,12th,85,59,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34930,Ian Hall,M,11th,77,65,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34931,Michael Harris,M,9th,84,86,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34932,David Bryant,M,11th,91,85,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34933,Ryan Blankenship,M,12th,64,90,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34934,John Ferguson,M,9th,97,78,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34935,Carolyn Jarvis,F,12th,82,76,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34936,Kristopher Campbell,M,9th,92,86,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34937,Nicholas Rogers,M,10th,99,93,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34938,Christopher Smith,M,10th,65,98,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34939,Scott Ibarra,M,12th,83,74,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34940,James Adams,M,11th,69,64,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34941,Adam Haas,M,11th,66,84,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34942,Melinda Hernandez,F,9th,63,55,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34943,Bethany Cook,F,9th,81,95,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34944,Kara Mills,F,9th,63,65,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34945,Jennifer Henderson,F,9th,77,65,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34946,Daniel Huerta,M,12th,86,97,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34947,Joseph Richmond,M,11th,68,65,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34948,Jonathan Morgan,M,10th,63,62,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34949,Kevin Silva,M,12th,88,97,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34950,Larry Lambert,M,10th,88,70,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34951,Stephanie Watson,F,9th,63,81,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34952,Daniel Bryant,M,10th,66,57,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34953,Melissa Smith,F,11th,83,83,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34954,Jason Jensen,M,9th,91,89,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34955,Brian Briggs,M,10th,97,70,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34956,William Jimenez,M,9th,68,89,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34957,Cynthia Kline,F,11th,94,64,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34958,Tammy Miller,F,11th,79,64,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34959,Carol Luna,F,12th,67,99,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34960,Jose Williams,M,11th,96,92,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34961,Kenneth Wade,M,10th,97,89,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34962,Matthew Hill,M,10th,79,88,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34963,Kevin Williams,M,9th,90,84,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34964,Brady Rodriguez,M,10th,70,57,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34965,Kelsey Palmer,F,10th,76,78,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34966,James Browning,M,9th,68,94,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34967,Edward Wood,M,12th,90,61,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34968,Tammy Le,F,11th,88,75,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34969,Brandon Boyer,M,11th,69,92,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34970,Melanie Ward,F,10th,76,89,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34971,Stephanie Sanchez,F,10th,83,57,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34972,David Anderson,M,12th,65,59,13,District,2739,1763916,0,0,0,644.0,$630-644
Ford High School,34973,Joseph Riley,M,12th,63,94,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34974,Katherine Dunn,F,12th,90,98,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34975,Morgan Lopez,F,10th,89,94,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34976,Elizabeth Knapp,F,10th,96,89,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34977,Patricia Young,F,11th,68,71,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34978,Angela Russell,F,11th,77,72,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34979,Dale Newman,M,12th,82,67,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34980,Stephen Smith,M,12th,82,77,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34981,Jeremy Fernandez,M,12th,93,83,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34982,Nicholas Wallace,M,11th,78,89,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34983,Chad Simon,M,12th,63,76,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34984,Dennis Kennedy,M,9th,93,58,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34985,Derek Hancock,M,9th,80,73,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34986,Michael Taylor MD,M,12th,96,69,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34987,Marissa Rosales,F,12th,97,64,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34988,Micheal Stout DVM,M,11th,68,75,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34989,Ashley Townsend,F,9th,98,61,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34990,Robert Huang,M,9th,77,91,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34991,Jeffrey Jones,M,10th,70,72,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34992,Keith Pace,M,9th,68,97,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,34993,Andrew Walton,M,10th,87,98,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34994,Angel Alexander,M,10th,88,85,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34995,Denise Robinson,F,10th,91,82,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34996,Vanessa Allen,F,9th,87,71,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34997,Stephanie Friedman,F,9th,98,90,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,34998,Melanie Hamilton,F,9th,78,69,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,34999,Ronald Jones,M,10th,85,97,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,35000,Anita Thornton,F,9th,68,86,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,35001,Jennifer Miller,F,9th,80,94,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,35002,Krista Mays,F,10th,98,66,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,35003,Nicole Ritter,F,12th,66,85,13,District,2739,1763916,0,1,0,644.0,$630-644
Ford High School,35004,Daniel Lowe,M,10th,97,97,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,35005,Michael Aguirre DDS,M,9th,74,88,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,35006,Elizabeth Rhodes,F,10th,93,76,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,35007,Dr. Karl Campbell,M,11th,95,64,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,35008,Robert Ramsey,M,12th,84,95,13,District,2739,1763916,1,1,1,644.0,$630-644
Ford High School,35009,Beverly Mccarthy,F,9th,97,63,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,35010,James Hansen,M,10th,94,66,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,35011,Mr. Aaron Randolph,M,11th,86,68,13,District,2739,1763916,1,0,0,644.0,$630-644
Ford High School,35012,Paul Silva,M,11th,83,78,13,District,2739,1763916,1,1,1,644.0,$630-644
